file_name,Usage,label
972.png,Private,Flycatcher
973.png,Public,Flycatcher
974.png,Private,Flycatcher
975.png,Public,Flycatcher
976.png,Public,Flycatcher
977.png,Private,Other non-passerine bird
978.png,Public,Other non-passerine bird
979.png,Private,Other non-passerine bird
980.png,Private,Parrot
981.png,Private,Flycatcher
982.png,Public,Water-associated bird
983.png,Private,Water-associated bird
984.png,Public,Flycatcher
985.png,Private,Bird of prey
986.png,Private,Flycatcher
987.png,Public,Tanager
988.png,Private,Other non-passerine bird
989.png,Private,Other non-passerine bird
990.png,Private,Flycatcher
991.png,Public,Tanager
992.png,Private,Other non-passerine bird
993.png,Public,Other non-passerine bird
994.png,Public,Flycatcher
995.png,Private,Flycatcher
996.png,Public,Other non-passerine bird
997.png,Public,Other non-passerine bird
998.png,Private,Antbird
999.png,Public,Water-associated bird
1000.png,Private,Nocturnal bird
1001.png,Private,Bird of prey
1002.png,Private,Other non-passerine bird
1003.png,Private,Water-associated bird
1004.png,Private,Water-associated bird
1005.png,Private,Water-associated bird
1006.png,Public,Flycatcher
1007.png,Public,Ground bird
1008.png,Public,Parrot
1009.png,Private,Nocturnal bird
1010.png,Public,Flycatcher
1011.png,Private,Tanager
1012.png,Private,Flycatcher
1013.png,Private,Bird of prey
1014.png,Public,Flycatcher
1015.png,Private,Ground bird
1016.png,Private,Nocturnal bird
1017.png,Private,Nocturnal bird
1018.png,Private,Tanager
1019.png,Private,Flycatcher
1020.png,Public,Flycatcher
1021.png,Private,Flycatcher
1022.png,Public,Flycatcher
1023.png,Private,Flycatcher
1024.png,Private,Other non-passerine bird
1025.png,Private,Water-associated bird
1026.png,Private,Water-associated bird
1027.png,Public,Flycatcher
1028.png,Private,Antbird
1029.png,Public,Bird of prey
1030.png,Public,Other non-passerine bird
1031.png,Public,Flycatcher
1032.png,Private,Nocturnal bird
1033.png,Private,Nocturnal bird
1034.png,Public,Flycatcher
1035.png,Public,Flycatcher
1036.png,Private,Bird of prey
1037.png,Private,Flycatcher
1038.png,Public,Flycatcher
1039.png,Private,Water-associated bird
1040.png,Public,Ground bird
1041.png,Public,Parrot
1042.png,Public,Water-associated bird
1043.png,Private,Other non-passerine bird
1044.png,Private,Antbird
1045.png,Public,Other non-passerine bird
1046.png,Private,Other non-passerine bird
1047.png,Private,Flycatcher
1048.png,Public,Ground bird
1049.png,Private,Flycatcher
1050.png,Public,Bird of prey
1051.png,Private,Other non-passerine bird
1052.png,Public,Other non-passerine bird
1053.png,Public,Other non-passerine bird
1054.png,Private,Bird of prey
1055.png,Private,Flycatcher
1056.png,Private,Flycatcher
1057.png,Private,Flycatcher
1058.png,Private,Antbird
1059.png,Private,Nocturnal bird
1060.png,Private,Antbird
1061.png,Private,Ground bird
1062.png,Public,Flycatcher
1063.png,Public,Antbird
1064.png,Public,Flycatcher
1065.png,Private,Other non-passerine bird
1066.png,Public,Flycatcher
1067.png,Public,Parrot
1068.png,Public,Bird of prey
1069.png,Public,Tanager
1070.png,Public,Flycatcher
1071.png,Private,Tanager
1072.png,Private,Bird of prey
1073.png,Private,Other non-passerine bird
1074.png,Private,Ground bird
1075.png,Public,Water-associated bird
1076.png,Public,Flycatcher
1077.png,Public,Flycatcher
1078.png,Public,Tanager
1079.png,Public,Antbird
1080.png,Private,Nocturnal bird
1081.png,Private,Bird of prey
1082.png,Private,Other non-passerine bird
1083.png,Private,Nocturnal bird
1084.png,Public,Ground bird
1085.png,Public,Flycatcher
1086.png,Public,Antbird
1087.png,Public,Antbird
1088.png,Public,Flycatcher
1089.png,Private,Nocturnal bird
1090.png,Private,Flycatcher
1091.png,Public,Tanager
1092.png,Public,Antbird
1093.png,Public,Ground bird
1094.png,Public,Water-associated bird
1095.png,Private,Water-associated bird
1096.png,Private,Bird of prey
1097.png,Private,Other non-passerine bird
1098.png,Public,Other non-passerine bird
1099.png,Private,Flycatcher
1100.png,Public,Parrot
1101.png,Private,Ground bird
1102.png,Public,Bird of prey
1103.png,Public,Nocturnal bird
1104.png,Private,Antbird
1105.png,Public,Tanager
1106.png,Public,Parrot
1107.png,Private,Antbird
1108.png,Private,Other non-passerine bird
1109.png,Public,Other non-passerine bird
1110.png,Private,Flycatcher
1111.png,Public,Other non-passerine bird
1112.png,Private,Flycatcher
1113.png,Private,Flycatcher
1114.png,Public,Other non-passerine bird
1115.png,Private,Tanager
1116.png,Private,Tanager
1117.png,Public,Flycatcher
1118.png,Private,Nocturnal bird
1119.png,Private,Ground bird
1120.png,Private,Flycatcher
1121.png,Private,Other non-passerine bird
1122.png,Private,Flycatcher
1123.png,Private,Flycatcher
1124.png,Private,Tanager
1125.png,Public,Flycatcher
1126.png,Public,Other non-passerine bird
1127.png,Public,Parrot
1128.png,Public,Other non-passerine bird
1129.png,Public,Flycatcher
1130.png,Public,Other non-passerine bird
1131.png,Public,Tanager
1132.png,Public,Other non-passerine bird
1133.png,Private,Other non-passerine bird
1134.png,Public,Water-associated bird
1135.png,Public,Tanager
1136.png,Private,Antbird
1137.png,Private,Ground bird
1138.png,Private,Flycatcher
1139.png,Public,Flycatcher
1140.png,Private,Ground bird
1141.png,Private,Other non-passerine bird
1142.png,Private,Other non-passerine bird
1143.png,Public,Other non-passerine bird
1144.png,Public,Flycatcher
1145.png,Public,Flycatcher
1146.png,Private,Ground bird
1147.png,Private,Other non-passerine bird
1148.png,Public,Parrot
1149.png,Public,Ground bird
1150.png,Public,Parrot
1151.png,Private,Antbird
1152.png,Private,Other non-passerine bird
1153.png,Private,Bird of prey
1154.png,Private,Water-associated bird
1155.png,Private,Other non-passerine bird
1156.png,Private,Antbird
1157.png,Public,Flycatcher
1158.png,Public,Ground bird
1159.png,Public,Flycatcher
1160.png,Private,Other non-passerine bird
1161.png,Private,Tanager
1162.png,Public,Other non-passerine bird
1163.png,Private,Water-associated bird
1164.png,Private,Flycatcher
1165.png,Public,Antbird
1166.png,Private,Other non-passerine bird
1167.png,Public,Antbird
1168.png,Public,Ground bird
1169.png,Private,Antbird
1170.png,Public,Flycatcher
1171.png,Public,Other non-passerine bird
1172.png,Public,Parrot
1173.png,Public,Parrot
1174.png,Public,Flycatcher
1175.png,Private,Water-associated bird
1176.png,Public,Tanager
1177.png,Public,Flycatcher
1178.png,Private,Flycatcher
1179.png,Private,Flycatcher
1180.png,Private,Parrot
1181.png,Private,Water-associated bird
1182.png,Private,Parrot
1183.png,Private,Nocturnal bird
1184.png,Public,Flycatcher
1185.png,Private,Flycatcher
1186.png,Public,Antbird
1187.png,Public,Other non-passerine bird
1188.png,Private,Antbird
1189.png,Private,Antbird
1190.png,Private,Flycatcher
1191.png,Private,Flycatcher
1192.png,Public,Flycatcher
1193.png,Public,Antbird
1194.png,Public,Flycatcher
1195.png,Public,Flycatcher
1196.png,Public,Flycatcher
1197.png,Public,Water-associated bird
1198.png,Public,Antbird
1199.png,Private,Tanager
1200.png,Public,Tanager
1201.png,Public,Flycatcher
1202.png,Public,Antbird
1203.png,Private,Nocturnal bird
1204.png,Public,Flycatcher
1205.png,Private,Flycatcher
1206.png,Public,Tanager
1207.png,Private,Nocturnal bird
1208.png,Private,Ground bird
1209.png,Private,Other non-passerine bird
1210.png,Public,Tanager
1211.png,Private,Other non-passerine bird
1212.png,Private,Tanager
1213.png,Public,Other non-passerine bird
1214.png,Public,Nocturnal bird
1215.png,Private,Other non-passerine bird
1216.png,Private,Other non-passerine bird
1217.png,Public,Nocturnal bird
1218.png,Public,Bird of prey
1219.png,Private,Antbird
1220.png,Private,Other non-passerine bird
1221.png,Private,Bird of prey
1222.png,Public,Nocturnal bird
1223.png,Public,Water-associated bird
1224.png,Private,Other non-passerine bird
1225.png,Private,Flycatcher
1226.png,Private,Antbird
1227.png,Private,Other non-passerine bird
1228.png,Public,Flycatcher
1229.png,Private,Other non-passerine bird
1230.png,Public,Antbird
1231.png,Private,Flycatcher
1232.png,Public,Parrot
1233.png,Public,Antbird
1234.png,Public,Flycatcher
1235.png,Public,Flycatcher
1236.png,Public,Bird of prey
1237.png,Private,Bird of prey
1238.png,Public,Antbird
1239.png,Private,Antbird
1240.png,Private,Flycatcher
1241.png,Private,Parrot
1242.png,Public,Bird of prey
1243.png,Public,Flycatcher
1244.png,Private,Flycatcher
1245.png,Private,Flycatcher
1246.png,Private,Flycatcher
1247.png,Private,Antbird
1248.png,Private,Antbird
1249.png,Private,Flycatcher
1250.png,Private,Other non-passerine bird
1251.png,Public,Nocturnal bird
1252.png,Public,Flycatcher
1253.png,Private,Ground bird
1254.png,Public,Flycatcher
1255.png,Public,Antbird
1256.png,Public,Other non-passerine bird
1257.png,Private,Other non-passerine bird
1258.png,Private,Other non-passerine bird
1259.png,Public,Other non-passerine bird
1260.png,Private,Tanager
1261.png,Private,Flycatcher
1262.png,Public,Water-associated bird
1263.png,Public,Tanager
1264.png,Public,Nocturnal bird
1265.png,Public,Other non-passerine bird
1266.png,Private,Flycatcher
1267.png,Private,Other non-passerine bird
1268.png,Private,Other non-passerine bird
1269.png,Private,Antbird
1270.png,Private,Tanager
1271.png,Public,Other non-passerine bird
1272.png,Public,Other non-passerine bird
1273.png,Public,Tanager
1274.png,Public,Parrot
1275.png,Private,Parrot
1276.png,Public,Parrot
1277.png,Private,Tanager
1278.png,Private,Other non-passerine bird
1279.png,Public,Water-associated bird
1280.png,Public,Bird of prey
1281.png,Private,Other non-passerine bird
1282.png,Public,Antbird
1283.png,Private,Other non-passerine bird
1284.png,Public,Water-associated bird
1285.png,Private,Water-associated bird
1286.png,Private,Water-associated bird
1287.png,Public,Nocturnal bird
1288.png,Public,Water-associated bird
1289.png,Public,Other non-passerine bird
1290.png,Public,Ground bird
1291.png,Public,Bird of prey
1292.png,Private,Other non-passerine bird
1293.png,Private,Other non-passerine bird
1294.png,Public,Other non-passerine bird
1295.png,Private,Flycatcher
1296.png,Private,Water-associated bird
1297.png,Public,Water-associated bird
1298.png,Public,Antbird
1299.png,Public,Flycatcher
1300.png,Public,Bird of prey
1301.png,Private,Antbird
1302.png,Private,Water-associated bird
1303.png,Private,Parrot
1304.png,Private,Water-associated bird
1305.png,Public,Nocturnal bird
1306.png,Private,Antbird
1307.png,Public,Nocturnal bird
1308.png,Public,Water-associated bird
1309.png,Public,Tanager
1310.png,Private,Other non-passerine bird
1311.png,Public,Tanager
1312.png,Private,Antbird
1313.png,Public,Other non-passerine bird
1314.png,Public,Water-associated bird
1315.png,Public,Nocturnal bird
1316.png,Private,Water-associated bird
1317.png,Public,Other non-passerine bird
1318.png,Private,Flycatcher
1319.png,Public,Nocturnal bird
1320.png,Public,Ground bird
1321.png,Private,Water-associated bird
1322.png,Public,Other non-passerine bird
1323.png,Public,Flycatcher
1324.png,Private,Antbird
1325.png,Public,Flycatcher
1326.png,Private,Other non-passerine bird
1327.png,Private,Water-associated bird
1328.png,Public,Water-associated bird
1329.png,Private,Bird of prey
1330.png,Public,Water-associated bird
1331.png,Public,Other non-passerine bird
1332.png,Private,Other non-passerine bird
1333.png,Public,Other non-passerine bird
1334.png,Private,Flycatcher
1335.png,Private,Bird of prey
1336.png,Private,Flycatcher
1337.png,Public,Flycatcher
1338.png,Public,Flycatcher
1339.png,Public,Other non-passerine bird
1340.png,Public,Other non-passerine bird
1341.png,Private,Other non-passerine bird
1342.png,Public,Other non-passerine bird
1343.png,Public,Other non-passerine bird
1344.png,Private,Tanager
1345.png,Public,Water-associated bird
1346.png,Public,Nocturnal bird
1347.png,Public,Bird of prey
1348.png,Private,Flycatcher
1349.png,Private,Other non-passerine bird
1350.png,Public,Other non-passerine bird
1351.png,Private,Other non-passerine bird
1352.png,Public,Other non-passerine bird
1353.png,Public,Nocturnal bird
1354.png,Private,Antbird
1355.png,Public,Other non-passerine bird
1356.png,Public,Other non-passerine bird
1357.png,Public,Tanager
1358.png,Public,Other non-passerine bird
1359.png,Private,Other non-passerine bird
1360.png,Public,Ground bird
1361.png,Public,Bird of prey
1362.png,Public,Flycatcher
1363.png,Private,Antbird
1364.png,Private,Antbird
1365.png,Public,Other non-passerine bird
1366.png,Private,Nocturnal bird
1367.png,Public,Bird of prey
1368.png,Private,Nocturnal bird
1369.png,Public,Parrot
1370.png,Public,Parrot
1371.png,Public,Antbird
1372.png,Private,Other non-passerine bird
1373.png,Private,Water-associated bird
1374.png,Public,Other non-passerine bird
1375.png,Public,Antbird
1376.png,Public,Tanager
1377.png,Public,Other non-passerine bird
1378.png,Private,Tanager
1379.png,Public,Other non-passerine bird
1380.png,Private,Flycatcher
1381.png,Private,Water-associated bird
1382.png,Public,Bird of prey
1383.png,Public,Other non-passerine bird
1384.png,Public,Water-associated bird
1385.png,Private,Other non-passerine bird
1386.png,Private,Flycatcher
1387.png,Public,Other non-passerine bird
1388.png,Private,Flycatcher
1389.png,Public,Flycatcher
1390.png,Public,Flycatcher
1391.png,Private,Other non-passerine bird
1392.png,Public,Other non-passerine bird
1393.png,Private,Tanager
1394.png,Private,Parrot
1395.png,Private,Other non-passerine bird
1396.png,Public,Flycatcher
1397.png,Public,Flycatcher
1398.png,Public,Flycatcher
1399.png,Private,Other non-passerine bird
1400.png,Public,Bird of prey
1401.png,Public,Bird of prey
1402.png,Public,Other non-passerine bird
1403.png,Public,Flycatcher
1404.png,Private,Tanager
1405.png,Private,Parrot
1406.png,Public,Other non-passerine bird
1407.png,Private,Flycatcher
1408.png,Public,Flycatcher
1409.png,Private,Tanager
1410.png,Public,Bird of prey
1411.png,Private,Nocturnal bird
1412.png,Public,Bird of prey
1413.png,Public,Other non-passerine bird
1414.png,Public,Water-associated bird
1415.png,Private,Water-associated bird
1416.png,Private,Parrot
1417.png,Public,Other non-passerine bird
1418.png,Private,Other non-passerine bird
1419.png,Public,Flycatcher
1420.png,Private,Ground bird
1421.png,Private,Flycatcher
1422.png,Public,Nocturnal bird
1423.png,Private,Other non-passerine bird
1424.png,Public,Flycatcher
1425.png,Public,Tanager
1426.png,Private,Ground bird
1427.png,Private,Other non-passerine bird
1428.png,Public,Parrot
1429.png,Private,Other non-passerine bird
1430.png,Private,Flycatcher
1431.png,Private,Bird of prey
1432.png,Public,Flycatcher
1433.png,Public,Nocturnal bird
1434.png,Public,Bird of prey
1435.png,Public,Antbird
1436.png,Public,Ground bird
1437.png,Private,Nocturnal bird
1438.png,Private,Tanager
1439.png,Public,Flycatcher
1440.png,Public,Flycatcher
1441.png,Private,Flycatcher
1442.png,Private,Antbird
1443.png,Private,Flycatcher
1444.png,Public,Flycatcher
1445.png,Private,Bird of prey
1446.png,Public,Flycatcher
1447.png,Public,Antbird
1448.png,Private,Other non-passerine bird
1449.png,Public,Nocturnal bird
1450.png,Private,Flycatcher
1451.png,Public,Water-associated bird
1452.png,Public,Nocturnal bird
1453.png,Public,Tanager
1454.png,Public,Nocturnal bird
1455.png,Public,Bird of prey
1456.png,Public,Flycatcher
1457.png,Public,Flycatcher
1458.png,Private,Antbird
1459.png,Public,Flycatcher
1460.png,Private,Other non-passerine bird
1461.png,Public,Water-associated bird
1462.png,Public,Other non-passerine bird
1463.png,Public,Other non-passerine bird
1464.png,Public,Nocturnal bird
1465.png,Private,Other non-passerine bird
1466.png,Public,Nocturnal bird
1467.png,Public,Nocturnal bird
1468.png,Private,Water-associated bird
1469.png,Private,Other non-passerine bird
1470.png,Private,Parrot
1471.png,Public,Tanager
1472.png,Public,Flycatcher
1473.png,Public,Bird of prey
1474.png,Public,Parrot
1475.png,Private,Other non-passerine bird
1476.png,Private,Tanager
1477.png,Private,Other non-passerine bird
1478.png,Private,Flycatcher
1479.png,Public,Flycatcher
1480.png,Public,Nocturnal bird
1481.png,Public,Other non-passerine bird
1482.png,Public,Tanager
1483.png,Private,Water-associated bird
1484.png,Private,Water-associated bird
1485.png,Public,Parrot
1486.png,Private,Tanager
1487.png,Public,Flycatcher
1488.png,Public,Flycatcher
1489.png,Public,Parrot
1490.png,Private,Other non-passerine bird
1491.png,Private,Antbird
1492.png,Private,Flycatcher
1493.png,Public,Flycatcher
1494.png,Public,Nocturnal bird
1495.png,Private,Other non-passerine bird
1496.png,Private,Parrot
1497.png,Private,Other non-passerine bird
1498.png,Public,Nocturnal bird
1499.png,Private,Nocturnal bird
1500.png,Public,Other non-passerine bird
1501.png,Private,Tanager
1502.png,Private,Antbird
1503.png,Private,Parrot
1504.png,Public,Flycatcher
1505.png,Private,Flycatcher
1506.png,Private,Antbird
1507.png,Private,Other non-passerine bird
1508.png,Public,Nocturnal bird
1509.png,Public,Other non-passerine bird
1510.png,Private,Antbird
1511.png,Private,Flycatcher
1512.png,Private,Flycatcher
1513.png,Private,Other non-passerine bird
1514.png,Public,Nocturnal bird
1515.png,Private,Nocturnal bird
1516.png,Private,Water-associated bird
1517.png,Private,Tanager
1518.png,Public,Water-associated bird
1519.png,Public,Water-associated bird
1520.png,Private,Tanager
1521.png,Private,Nocturnal bird
1522.png,Public,Flycatcher
1523.png,Private,Antbird
1524.png,Public,Antbird
1525.png,Private,Bird of prey
1526.png,Private,Nocturnal bird
1527.png,Public,Parrot
1528.png,Private,Flycatcher
1529.png,Public,Bird of prey
1530.png,Private,Flycatcher
1531.png,Private,Antbird
1532.png,Private,Bird of prey
1533.png,Private,Other non-passerine bird
1534.png,Private,Ground bird
1535.png,Public,Flycatcher
1536.png,Private,Water-associated bird
1537.png,Public,Flycatcher
1538.png,Private,Flycatcher
1539.png,Private,Ground bird
1540.png,Public,Water-associated bird
1541.png,Private,Other non-passerine bird
1542.png,Public,Water-associated bird
1543.png,Public,Water-associated bird
1544.png,Public,Parrot
1545.png,Private,Antbird
1546.png,Public,Other non-passerine bird
1547.png,Public,Ground bird
1548.png,Private,Nocturnal bird
1549.png,Public,Other non-passerine bird
1550.png,Private,Other non-passerine bird
1551.png,Public,Parrot
1552.png,Private,Other non-passerine bird
1553.png,Private,Other non-passerine bird
1554.png,Public,Antbird
1555.png,Private,Other non-passerine bird
1556.png,Public,Tanager
1557.png,Private,Flycatcher
1558.png,Public,Water-associated bird
1559.png,Public,Antbird
1560.png,Public,Flycatcher
1561.png,Private,Other non-passerine bird
1562.png,Private,Parrot
1563.png,Private,Flycatcher
1564.png,Private,Flycatcher
1565.png,Public,Other non-passerine bird
1566.png,Public,Other non-passerine bird
1567.png,Private,Ground bird
1568.png,Public,Parrot
1569.png,Private,Water-associated bird
1570.png,Public,Nocturnal bird
1571.png,Private,Tanager
1572.png,Private,Flycatcher
1573.png,Public,Other non-passerine bird
1574.png,Public,Other non-passerine bird
1575.png,Public,Other non-passerine bird
1576.png,Public,Tanager
1577.png,Public,Tanager
1578.png,Private,Flycatcher
1579.png,Private,Ground bird
1580.png,Public,Antbird
1581.png,Private,Antbird
1582.png,Private,Tanager
1583.png,Private,Other non-passerine bird
1584.png,Public,Other non-passerine bird
1585.png,Public,Flycatcher
1586.png,Public,Flycatcher
1587.png,Public,Nocturnal bird
1588.png,Public,Other non-passerine bird
1589.png,Private,Tanager
1590.png,Private,Bird of prey
1591.png,Private,Tanager
1592.png,Private,Flycatcher
1593.png,Public,Tanager
1594.png,Public,Other non-passerine bird
1595.png,Private,Flycatcher
1596.png,Private,Other non-passerine bird
1597.png,Private,Other non-passerine bird
1598.png,Public,Other non-passerine bird
1599.png,Public,Other non-passerine bird
1600.png,Public,Flycatcher
1601.png,Private,Other non-passerine bird
1602.png,Private,Other non-passerine bird
1603.png,Private,Nocturnal bird
1604.png,Public,Other non-passerine bird
1605.png,Public,Antbird
1606.png,Private,Parrot
1607.png,Private,Flycatcher
1608.png,Private,Flycatcher
1609.png,Public,Tanager
1610.png,Public,Antbird
1611.png,Public,Ground bird
1612.png,Public,Ground bird
1613.png,Private,Flycatcher
1614.png,Private,Tanager
1615.png,Public,Other non-passerine bird
1616.png,Public,Other non-passerine bird
1617.png,Public,Flycatcher
1618.png,Private,Flycatcher
1619.png,Public,Flycatcher
1620.png,Public,Flycatcher
1621.png,Private,Other non-passerine bird
1622.png,Private,Other non-passerine bird
1623.png,Private,Flycatcher
1624.png,Public,Flycatcher
1625.png,Public,Flycatcher
1626.png,Private,Flycatcher
1627.png,Public,Flycatcher
1628.png,Private,Ground bird
1629.png,Private,Other non-passerine bird
1630.png,Private,Other non-passerine bird
1631.png,Private,Other non-passerine bird
1632.png,Public,Tanager
1633.png,Public,Flycatcher
1634.png,Private,Flycatcher
1635.png,Public,Flycatcher
1636.png,Private,Flycatcher
1637.png,Private,Flycatcher
1638.png,Private,Tanager
1639.png,Public,Other non-passerine bird
1640.png,Public,Nocturnal bird
1641.png,Public,Bird of prey
1642.png,Private,Ground bird
1643.png,Public,Other non-passerine bird
1644.png,Public,Ground bird
1645.png,Public,Flycatcher
1646.png,Private,Flycatcher
1647.png,Private,Nocturnal bird
1648.png,Public,Other non-passerine bird
1649.png,Private,Flycatcher
1650.png,Private,Parrot
1651.png,Private,Flycatcher
1652.png,Public,Bird of prey
1653.png,Private,Nocturnal bird
1654.png,Private,Flycatcher
1655.png,Private,Flycatcher
1656.png,Private,Other non-passerine bird
1657.png,Public,Flycatcher
1658.png,Private,Parrot
1659.png,Private,Other non-passerine bird
1660.png,Public,Flycatcher
1661.png,Public,Other non-passerine bird
1662.png,Public,Antbird
1663.png,Private,Flycatcher
1664.png,Public,Flycatcher
1665.png,Private,Other non-passerine bird
1666.png,Public,Ground bird
1667.png,Private,Ground bird
1668.png,Private,Water-associated bird
1669.png,Private,Bird of prey
1670.png,Public,Antbird
1671.png,Public,Other non-passerine bird
1672.png,Private,Tanager
1673.png,Public,Flycatcher
1674.png,Private,Bird of prey
1675.png,Public,Flycatcher
1676.png,Public,Tanager
1677.png,Public,Antbird
1678.png,Public,Water-associated bird
1679.png,Public,Flycatcher
1680.png,Private,Nocturnal bird
1681.png,Public,Flycatcher
1682.png,Private,Other non-passerine bird
1683.png,Private,Other non-passerine bird
1684.png,Private,Antbird
1685.png,Public,Tanager
1686.png,Public,Other non-passerine bird
1687.png,Private,Flycatcher
1688.png,Private,Ground bird
1689.png,Private,Ground bird
1690.png,Public,Flycatcher
1691.png,Private,Nocturnal bird
1692.png,Public,Bird of prey
1693.png,Public,Nocturnal bird
1694.png,Public,Other non-passerine bird
1695.png,Public,Other non-passerine bird
1696.png,Public,Antbird
1697.png,Private,Antbird
1698.png,Public,Water-associated bird
1699.png,Public,Other non-passerine bird
1700.png,Private,Other non-passerine bird
1701.png,Public,Nocturnal bird
1702.png,Public,Flycatcher
1703.png,Private,Other non-passerine bird
1704.png,Private,Nocturnal bird
1705.png,Private,Flycatcher
1706.png,Public,Flycatcher
1707.png,Private,Flycatcher
1708.png,Public,Flycatcher
1709.png,Private,Flycatcher
1710.png,Private,Ground bird
1711.png,Public,Flycatcher
1712.png,Public,Flycatcher
1713.png,Private,Bird of prey
1714.png,Public,Flycatcher
1715.png,Public,Flycatcher
1716.png,Public,Water-associated bird
1717.png,Public,Other non-passerine bird
1718.png,Private,Other non-passerine bird
1719.png,Public,Parrot
1720.png,Public,Antbird
1721.png,Private,Nocturnal bird
1722.png,Public,Water-associated bird
1723.png,Private,Water-associated bird
1724.png,Public,Other non-passerine bird
1725.png,Private,Antbird
1726.png,Private,Other non-passerine bird
1727.png,Public,Ground bird
1728.png,Private,Ground bird
1729.png,Public,Other non-passerine bird
1730.png,Private,Water-associated bird
1731.png,Private,Water-associated bird
1732.png,Private,Other non-passerine bird
1733.png,Private,Flycatcher
1734.png,Private,Tanager
1735.png,Public,Other non-passerine bird
1736.png,Public,Bird of prey
1737.png,Public,Flycatcher
1738.png,Private,Other non-passerine bird
1739.png,Public,Flycatcher
1740.png,Public,Parrot
1741.png,Public,Flycatcher
1742.png,Private,Tanager
1743.png,Public,Flycatcher
1744.png,Public,Tanager
1745.png,Public,Water-associated bird
1746.png,Public,Nocturnal bird
1747.png,Private,Nocturnal bird
1748.png,Public,Nocturnal bird
1749.png,Public,Flycatcher
1750.png,Public,Ground bird
1751.png,Public,Ground bird
1752.png,Public,Nocturnal bird
1753.png,Private,Other non-passerine bird
1754.png,Public,Flycatcher
1755.png,Public,Flycatcher
1756.png,Public,Water-associated bird
1757.png,Private,Other non-passerine bird
1758.png,Public,Bird of prey
1759.png,Private,Bird of prey
1760.png,Private,Parrot
1761.png,Private,Water-associated bird
1762.png,Public,Water-associated bird
1763.png,Private,Nocturnal bird
1764.png,Private,Flycatcher
1765.png,Public,Flycatcher
1766.png,Public,Flycatcher
1767.png,Public,Flycatcher
1768.png,Private,Flycatcher
1769.png,Private,Bird of prey
1770.png,Private,Other non-passerine bird
1771.png,Public,Other non-passerine bird
1772.png,Public,Other non-passerine bird
1773.png,Public,Water-associated bird
1774.png,Private,Other non-passerine bird
1775.png,Private,Bird of prey
1776.png,Public,Water-associated bird
1777.png,Private,Flycatcher
1778.png,Public,Bird of prey
1779.png,Private,Bird of prey
1780.png,Private,Water-associated bird
1781.png,Private,Antbird
1782.png,Private,Other non-passerine bird
1783.png,Public,Water-associated bird
1784.png,Private,Flycatcher
1785.png,Private,Ground bird
1786.png,Public,Flycatcher
1787.png,Private,Flycatcher
1788.png,Private,Nocturnal bird
1789.png,Private,Other non-passerine bird
1790.png,Private,Antbird
1791.png,Public,Ground bird
1792.png,Public,Bird of prey
1793.png,Private,Flycatcher
1794.png,Public,Nocturnal bird
1795.png,Private,Bird of prey
1796.png,Private,Other non-passerine bird
1797.png,Private,Water-associated bird
1798.png,Private,Flycatcher
1799.png,Private,Parrot
1800.png,Private,Other non-passerine bird
1801.png,Private,Antbird
1802.png,Public,Flycatcher
1803.png,Private,Flycatcher
1804.png,Public,Other non-passerine bird
1805.png,Private,Water-associated bird
1806.png,Private,Parrot
1807.png,Public,Bird of prey
1808.png,Private,Water-associated bird
1809.png,Private,Flycatcher
1810.png,Private,Tanager
1811.png,Private,Bird of prey
1812.png,Public,Parrot
1813.png,Public,Antbird
1814.png,Private,Other non-passerine bird
1815.png,Private,Other non-passerine bird
1816.png,Public,Other non-passerine bird
1817.png,Private,Flycatcher
1818.png,Public,Tanager
1819.png,Public,Bird of prey
1820.png,Public,Bird of prey
1821.png,Public,Flycatcher
1822.png,Private,Bird of prey
1823.png,Private,Other non-passerine bird
1824.png,Public,Other non-passerine bird
1825.png,Public,Parrot
1826.png,Public,Flycatcher
1827.png,Public,Tanager
1828.png,Private,Flycatcher
1829.png,Private,Flycatcher
1830.png,Private,Flycatcher
1831.png,Public,Antbird
1832.png,Private,Water-associated bird
1833.png,Public,Parrot
1834.png,Private,Flycatcher
1835.png,Public,Tanager
1836.png,Private,Parrot
1837.png,Private,Flycatcher
1838.png,Public,Ground bird
1839.png,Public,Flycatcher
1840.png,Private,Other non-passerine bird
1841.png,Public,Flycatcher
1842.png,Private,Antbird
1843.png,Public,Flycatcher
1844.png,Private,Nocturnal bird
1845.png,Public,Parrot
1846.png,Public,Parrot
1847.png,Public,Water-associated bird
1848.png,Public,Flycatcher
1849.png,Public,Water-associated bird
1850.png,Private,Nocturnal bird
1851.png,Private,Tanager
1852.png,Public,Nocturnal bird
1853.png,Public,Other non-passerine bird
1854.png,Private,Ground bird
1855.png,Private,Other non-passerine bird
1856.png,Public,Nocturnal bird
1857.png,Private,Tanager
1858.png,Public,Water-associated bird
1859.png,Private,Water-associated bird
1860.png,Private,Flycatcher
1861.png,Private,Flycatcher
1862.png,Public,Other non-passerine bird
1863.png,Private,Flycatcher
1864.png,Public,Water-associated bird
1865.png,Public,Water-associated bird
1866.png,Public,Water-associated bird
1867.png,Private,Other non-passerine bird
1868.png,Private,Other non-passerine bird
1869.png,Public,Flycatcher
1870.png,Public,Other non-passerine bird
1871.png,Public,Bird of prey
1872.png,Public,Bird of prey
1873.png,Public,Flycatcher
1874.png,Private,Flycatcher
1875.png,Private,Tanager
1876.png,Private,Tanager
1877.png,Public,Other non-passerine bird
1878.png,Private,Antbird
